timestamp,temperature_c,pressure_hpa,air_voltage,light_level,noise_db,noise_dbfs,noise_percent
19-01-2026 14:18,13.72,988.11,2.189,52.01,63.3,a thirty minute before was under the women,Multiple Students Talking
19-01-2026 14:19,13.74,988.12,2.199,52.69,58.4,get know,Multiple Students Talking
19-01-2026 14:19,13.76,988.11,2.198,56.17,57.4,and i used as open it up like,Multiple Students Talking
19-01-2026 14:19,13.76,988.09,2.164,55.11,62.2,now the last august twenty minutes went them,Multiple Students Talking
19-01-2026 14:20,13.76,988.08,2.167,50.64,58,you want to study does he is it because six i'll be to get the,Multiple Students Talking
19-01-2026 14:20,13.77,988.1,2.163,53.83,62.1,no does he do,Multiple Students Talking
19-01-2026 14:20,13.77,988.11,2.154,50.08,32.9,,Class is Silent
19-01-2026 14:21,13.77,988.08,2.154,51.97,63.4,now after that love for fifty times this thing either,Multiple Students Talking
19-01-2026 14:21,13.78,988.09,2.147,49.39,60.5,linda that may explain by,Multiple Students Talking
19-01-2026 14:21,13.8,988.09,2.14,54.73,61.7,you humor thousand this is he,Multiple Students Talking
19-01-2026 14:22,13.8,988.09,2.133,53.52,59.3,you stay at these as of that this,Multiple Students Talking
19-01-2026 14:22,13.81,988.09,2.126,49.66,57.2,the associated with of the classroom,Multiple Students Talking
19-01-2026 14:23,13.84,988.07,2.128,52.12,64.6,who you to pick up on that basis on that will not be so cool that,Multiple Students Talking
19-01-2026 14:23,13.84,988.04,2.118,52.99,63.8,getting okay off,Multiple Students Talking
19-01-2026 14:23,13.84,988.07,2.12,53.83,65.1,don't want to enforcement begun thing that i will have reinforcement flight,Multiple Students Talking
19-01-2026 14:24,13.84,988.04,2.108,53.11,65,that one was not even though the bottle better than i i'm under the table,Multiple Students Talking
19-01-2026 14:24,13.85,988.06,2.131,48.37,61,rather than that,Multiple Students Talking
19-01-2026 14:25,13.85,988.03,2.133,49.02,63.3,after got a,Multiple Students Talking
19-01-2026 14:25,13.85,988.04,2.139,53.33,63.6,but they will not get behind phonics begins as the what's been done,Multiple Students Talking
19-01-2026 14:25,13.86,988.06,2.12,52.35,58.2,get this could also be a good,Multiple Students Talking
19-01-2026 14:26,13.86,988.07,2.085,50.34,44,,Class is Silent
19-01-2026 14:26,13.87,988.06,2.091,49.62,57.2,many,Multiple Students Talking
19-01-2026 14:26,13.88,988.08,2.102,50.15,55.6,good reasons,Multiple Students Talking
19-01-2026 14:26,13.91,988.07,2.08,55.53,49.1,,Uncertain Condition
19-01-2026 14:27,13.9,988.08,2.091,54.62,57.3,no stay,Multiple Students Talking
19-01-2026 14:27,13.93,988.07,2.067,50.45,64.7,what does he pick out of it,Multiple Students Talking
19-01-2026 14:27,13.94,988.09,2.068,56.4,63.8,no it isn't anyways we go to the a fucking of met,Multiple Students Talking
19-01-2026 14:28,13.95,988.08,2.039,54.43,59.3,just to make the things he season is it,Multiple Students Talking
19-01-2026 14:28,13.94,988.07,2.064,51.97,58.4,okay i am an exam,Multiple Students Talking
19-01-2026 14:29,13.96,988.09,2.043,50.11,62.5,i need to the bank i need to fall asleep then i get a my,Multiple Students Talking
19-01-2026 14:29,13.97,988.1,2.017,50.49,24.8,,Class is Silent
19-01-2026 14:29,13.96,988.09,2.035,55.57,60.3,if you like the subject like pick an example of a elizabeth,Multiple Students Talking
19-01-2026 14:30,13.96,988.06,2.034,51.55,62.5,how many of your i mean about the financing of them,Multiple Students Talking
19-01-2026 14:30,13.97,988.09,2.02,53.37,55.5,the you know so many liquid is partisanship,Multiple Students Talking
19-01-2026 14:30,13.98,988.09,2.012,52.35,59.6,besides even eat the software,Multiple Students Talking
19-01-2026 14:31,13.99,988.08,2.005,53.64,61.8,right,Multiple Students Talking
19-01-2026 14:31,13.98,988.07,2.007,50.49,56.7,anyone,Multiple Students Talking
19-01-2026 14:32,13.98,988.07,2.025,53.03,62.2,we did to get you are debating is,Multiple Students Talking
19-01-2026 14:32,14,988.06,1.998,51.21,58.3,what anything you hear about in what these for,Multiple Students Talking
19-01-2026 14:32,13.99,988.06,2.016,55.27,63.5,the don't really related be,Multiple Students Talking
19-01-2026 14:33,13.99,988.06,1.954,55,57,one of the longest already at the victim can do gay,Multiple Students Talking
19-01-2026 14:33,13.99,988.06,2.006,51.21,62.9,he was he he has for medical doctor that this is,Multiple Students Talking
19-01-2026 14:33,13.99,988.06,1.997,57.2,59.7,what that's it,Multiple Students Talking
19-01-2026 14:34,13.99,988.09,1.959,56.02,63.1,while are,Multiple Students Talking
19-01-2026 14:34,14.01,988.08,1.967,51.82,60.5,there isn't really what are you reject your babies,Multiple Students Talking
19-01-2026 14:35,14.01,988.06,1.957,51.02,61.7,automatically was it isn't up to them as a this off,Multiple Students Talking
19-01-2026 14:35,14.01,988.08,1.959,50.83,59.9,no no no my theory,Multiple Students Talking
19-01-2026 14:35,14.01,988.06,1.974,53.26,64,you on a quarter you can,Multiple Students Talking
19-01-2026 14:36,14.01,988.07,1.944,52.08,54.7,are you for that be,Normal Teaching
19-01-2026 14:36,14.02,988.05,1.952,56.1,55.5,how many of you weren't for the future in november,Multiple Students Talking
19-01-2026 14:36,14.05,988.04,1.946,51.36,57.9,the was does he didn't know everything i ask you,Multiple Students Talking
19-01-2026 14:37,14.04,988.07,1.95,51.4,63.4,maybe we can resubmit the i was violent,Multiple Students Talking
19-01-2026 14:37,14.05,988.04,1.972,56.02,62.3,what he is that if the design forms of engineering then that,Multiple Students Talking
19-01-2026 14:37,14.04,988.01,1.95,56.63,62.8,your life was will get done,Multiple Students Talking
19-01-2026 14:38,14.03,988.03,1.945,54.36,62.6,what was then,Multiple Students Talking
19-01-2026 14:38,14.04,988.03,1.941,51.52,60.9,basically no opportunities to take the requirements on the first,Multiple Students Talking
19-01-2026 14:39,14.05,988.05,1.951,51.44,50.9,when you sign up,Normal Teaching
19-01-2026 14:39,14.05,988.03,1.94,55.3,61.2,know,Multiple Students Talking
19-01-2026 14:39,14.06,988,1.928,54.92,58.3,,Outside Noise / Construction
19-01-2026 14:39,14.06,988.01,1.933,55.3,53.9,why,Normal Teaching
19-01-2026 14:40,14.06,988.02,1.939,55.04,58.8,that's up with my life when it gets a if,Multiple Students Talking
19-01-2026 14:40,14.07,988.02,1.956,50.83,46,,Uncertain Condition
19-01-2026 14:40,14.08,988.04,1.946,55.38,59.5,for example if i was obvious mean if i need to escape,Multiple Students Talking
19-01-2026 14:41,14.07,988.04,1.967,51.82,51.2,,Uncertain Condition
19-01-2026 14:41,14.07,988.01,1.929,54.09,46.1,,Uncertain Condition
19-01-2026 14:41,14.07,988.04,1.956,51.44,47.7,what would,Normal Teaching
19-01-2026 14:41,14.08,988.03,1.91,54.62,53.9,,Uncertain Condition
19-01-2026 14:42,14.08,988.01,1.925,55.98,58.5,if you need to innovate that particular like you have design a system,Multiple Students Talking
19-01-2026 14:42,14.08,988.02,1.942,51.78,48,god,Normal Teaching
19-01-2026 14:42,14.08,988.02,1.915,51.74,54.7,the not able to escape their then a design is not,Normal Teaching
19-01-2026 14:43,14.09,988.02,1.923,51.25,59.6,do you know,Multiple Students Talking
19-01-2026 14:43,14.09,988.02,1.912,55.38,60.2,the diversion,Multiple Students Talking
19-01-2026 14:43,14.09,988.01,1.921,50.87,59.3,i'll see as he returns and him what he said,Multiple Students Talking
19-01-2026 14:44,14.1,988.03,1.914,50.3,55.3,in this put on,Multiple Students Talking
19-01-2026 14:44,14.1,988.02,1.925,51.06,57.9,you should people be like yourself,Multiple Students Talking
19-01-2026 14:45,14.1,988.02,1.918,53.26,57.2,were don't be enough,Multiple Students Talking
19-01-2026 14:45,14.11,988.03,1.925,51.63,59,there's fire couple angel people who,Multiple Students Talking
19-01-2026 14:45,14.11,988.03,1.933,51.29,55.7,for the i will,Multiple Students Talking
19-01-2026 14:45,14.11,988.06,1.926,55.91,51.8,,Uncertain Condition
19-01-2026 14:46,14.12,988.03,1.898,49.43,60.3,one of the but yeah,Multiple Students Talking
19-01-2026 14:46,14.12,988.05,1.911,51.36,51.9,you are,Normal Teaching
19-01-2026 14:47,14.14,988.04,1.887,48.75,53.3,that's what they did and we can only move than having should make us elements,Normal Teaching
19-01-2026 14:47,14.14,988.02,1.921,53.37,56.9,,Outside Noise / Construction
19-01-2026 14:47,14.14,988.01,1.918,54.73,60.2,you know i'm on a reasonable,Multiple Students Talking
19-01-2026 14:48,14.16,988.01,1.879,48.22,61.4,you all know about the lancet i but he added,Multiple Students Talking
19-01-2026 14:48,14.17,988,1.925,54.13,52,,Uncertain Condition
19-01-2026 14:48,14.18,988,1.916,52.46,59.6,this one one who got in your wallet,Multiple Students Talking
19-01-2026 14:49,14.2,987.99,1.901,51.29,56.6,why i am the interview,Multiple Students Talking
19-01-2026 14:49,14.19,987.99,1.9,49.7,60.9,they were not able to answer but he was the,Multiple Students Talking
19-01-2026 14:49,14.2,987.98,1.895,50,58.3,okay,Multiple Students Talking
19-01-2026 14:50,14.21,987.99,1.897,53.03,60.1,completely one is now,Multiple Students Talking
19-01-2026 14:50,14.22,987.97,1.896,52.58,61.1,you start with it,Multiple Students Talking
19-01-2026 14:50,14.21,987.98,1.881,51.25,49.1,,Uncertain Condition
19-01-2026 14:51,14.2,987.99,1.87,53.18,58,the climbing up with a person and you will get and,Multiple Students Talking
19-01-2026 14:51,14.21,987.97,1.882,52.46,57.8,i can believe,Multiple Students Talking
19-01-2026 14:51,14.21,987.95,1.874,54.05,52.1,yeah,Normal Teaching
19-01-2026 14:52,14.2,987.99,1.88,50.04,53.1,users,Normal Teaching
19-01-2026 14:52,14.2,987.96,1.871,55.23,57.6,शेष जाए,Multiple Students Talking
19-01-2026 14:52,14.2,987.96,1.875,53.56,50.4,होगा,Normal Teaching
19-01-2026 14:53,14.2,987.96,1.867,49.85,55.5,subject that you do anything,Multiple Students Talking
19-01-2026 14:53,14.21,987.96,1.881,55.19,29.1,,Class is Silent
19-01-2026 14:53,14.22,987.95,1.885,51.7,53,,Uncertain Condition
19-01-2026 14:53,14.22,987.95,1.867,48.86,50.6,,Uncertain Condition
19-01-2026 14:54,14.21,987.91,1.869,49.13,50.9,,Uncertain Condition
19-01-2026 14:54,14.21,987.94,1.795,52.58,58.8,like japan and the the us navy does eyes or some other,Multiple Students Talking
19-01-2026 14:54,14.21,987.91,1.869,53.45,52.6,he was,Normal Teaching
19-01-2026 14:54,14.22,987.93,1.867,54.47,44.6,,Class is Silent
19-01-2026 14:55,14.22,987.94,1.865,50.04,42.5,,Class is Silent
19-01-2026 14:55,14.23,987.91,1.863,50.98,37,,Class is Silent
19-01-2026 14:55,14.22,987.89,1.862,52.42,48.2,,Uncertain Condition
19-01-2026 14:55,14.22,987.9,1.868,51.17,56.4,you see,Multiple Students Talking
19-01-2026 14:56,14.22,987.89,1.861,47.35,29.5,,Class is Silent
19-01-2026 14:56,14.22,987.9,1.859,50.95,54.9,,Uncertain Condition
19-01-2026 14:56,14.22,987.89,1.858,48.14,53.2,yeah,Normal Teaching
19-01-2026 14:56,14.23,987.9,1.853,44.55,54.2,,Uncertain Condition
19-01-2026 14:57,14.23,987.91,1.848,43.37,58.7,,Outside Noise / Construction
19-01-2026 14:57,14.23,987.91,1.839,45.64,44.7,,Class is Silent
19-01-2026 14:57,14.23,987.88,1.851,46.74,45.8,,Uncertain Condition
19-01-2026 14:58,14.27,987.88,1.851,42.77,58.1,बड़े प्रोजेक्ट लिया पीएसी का काम है,Multiple Students Talking
19-01-2026 14:58,14.34,987.87,1.844,37.84,53.5,बैठा,Normal Teaching
