timestamp,temperature_c,pressure_hpa,air_voltage,light_level,noise_db,noise_dbfs,noise_percent
07-01-2026 09:00,14.99,996.54,1.738,52.92,35.3,,Class is Silent
07-01-2026 09:00,14.99,996.54,1.739,54.2,42.2,,Class is Silent
07-01-2026 09:00,14.98,996.53,1.738,59.17,54,,Uncertain Condition
07-01-2026 09:01,14.99,996.54,1.795,52.42,49.5,,Uncertain Condition
07-01-2026 09:01,14.99,996.55,1.744,53.79,39.5,,Class is Silent
07-01-2026 09:01,14.99,996.54,1.753,54.96,56.6,,Outside Noise / Construction
07-01-2026 09:01,14.99,996.54,1.763,56.17,46.7,,Uncertain Condition
07-01-2026 09:02,14.99,996.57,1.763,52.88,44.2,,Class is Silent
07-01-2026 09:02,14.98,996.55,1.765,55.87,49.5,,Uncertain Condition
07-01-2026 09:02,14.98,996.57,1.733,56.14,46.2,,Uncertain Condition
07-01-2026 09:02,14.99,996.56,1.776,56.59,44.1,,Class is Silent
07-01-2026 09:03,14.98,996.58,1.771,59.81,51.6,,Uncertain Condition
07-01-2026 09:03,14.98,996.57,1.763,50.23,58.1,,Outside Noise / Construction
07-01-2026 09:03,14.98,996.57,1.764,52.88,54.2,,Uncertain Condition
07-01-2026 09:03,14.97,996.57,1.749,50.45,56.3,,Outside Noise / Construction
07-01-2026 09:04,14.97,996.58,1.802,55.68,42.6,,Class is Silent
07-01-2026 09:04,14.97,996.58,1.746,58.26,37.4,,Class is Silent
07-01-2026 09:04,14.97,996.57,1.768,53.41,41.2,,Class is Silent
07-01-2026 09:04,14.97,996.57,1.774,55.72,45.7,,Uncertain Condition
07-01-2026 09:04,14.96,996.59,1.77,59.09,43.8,,Class is Silent
07-01-2026 09:05,14.97,996.59,1.771,49.81,47.2,,Uncertain Condition
07-01-2026 09:05,14.97,996.59,1.782,56.89,45.4,,Uncertain Condition
07-01-2026 09:05,14.97,996.6,1.708,56.63,50.2,,Uncertain Condition
07-01-2026 09:05,14.97,996.61,1.765,50.15,39.2,,Class is Silent
07-01-2026 09:06,14.97,996.59,1.796,51.55,42.2,,Class is Silent
07-01-2026 09:06,14.97,996.6,1.763,58.45,39.8,,Class is Silent
07-01-2026 09:06,14.98,996.61,1.766,50,30.6,,Class is Silent
07-01-2026 09:06,14.97,996.61,1.776,53.45,43.2,,Class is Silent
07-01-2026 09:07,14.97,996.62,1.768,58.22,43,,Class is Silent
07-01-2026 09:07,14.97,996.63,1.764,50.27,42.7,,Class is Silent
07-01-2026 09:07,14.96,996.64,1.761,58.9,58.7,,Outside Noise / Construction
07-01-2026 09:07,14.97,996.61,1.757,50.53,59.1,,Outside Noise / Construction
07-01-2026 09:08,14.96,996.62,1.761,52.16,30.9,,Class is Silent
07-01-2026 09:08,14.97,996.61,1.762,58.98,42.6,,Class is Silent
07-01-2026 09:08,14.97,996.62,1.764,53.14,38.2,,Class is Silent
07-01-2026 09:08,14.97,996.63,1.766,51.67,58.2,,Outside Noise / Construction
07-01-2026 09:08,14.97,996.64,1.757,57.35,49,,Uncertain Condition
07-01-2026 09:09,14.98,996.65,1.764,58.6,34.3,,Class is Silent
07-01-2026 09:09,14.98,996.65,1.76,59.51,41.3,,Class is Silent
07-01-2026 09:09,14.98,996.65,1.766,59.2,52.3,,Uncertain Condition
07-01-2026 09:09,14.98,996.65,1.762,53.18,49.9,,Uncertain Condition
07-01-2026 09:10,14.99,996.65,1.766,55.64,38,,Class is Silent
07-01-2026 09:10,14.98,996.66,1.772,52.35,39.8,,Class is Silent
07-01-2026 09:10,14.98,996.66,1.773,56.67,49.1,,Uncertain Condition
07-01-2026 09:10,14.98,996.67,1.768,56.52,43.7,,Class is Silent
07-01-2026 09:11,14.98,996.68,1.772,59.66,44,,Class is Silent
07-01-2026 09:11,14.99,996.68,1.774,59.62,51.1,,Uncertain Condition
07-01-2026 09:11,14.99,996.7,1.766,54.43,40.7,,Class is Silent
07-01-2026 09:11,14.99,996.67,1.766,54.96,46.6,,Uncertain Condition
07-01-2026 09:11,15,996.69,1.765,52.05,36,,Class is Silent
07-01-2026 09:12,15,996.67,1.755,56.78,28.6,,Class is Silent
07-01-2026 09:12,15,996.69,1.749,58.75,36.3,,Class is Silent
07-01-2026 09:12,15,996.69,1.756,50.08,41.9,,Class is Silent
07-01-2026 09:12,14.99,996.68,1.75,52.31,40.4,,Class is Silent
07-01-2026 09:13,15,996.69,1.741,57.77,34.8,,Class is Silent
07-01-2026 09:13,14.99,996.68,1.745,59.05,34.5,,Class is Silent
07-01-2026 09:13,14.99,996.71,1.744,49.85,36.9,,Class is Silent
07-01-2026 09:13,15,996.71,1.746,58.48,36,,Class is Silent
07-01-2026 09:14,14.99,996.72,1.747,58.22,38.7,,Class is Silent
07-01-2026 09:14,14.99,996.72,1.74,50,55.6,,Outside Noise / Construction
07-01-2026 09:14,14.99,996.71,1.737,58.07,35.1,,Class is Silent
07-01-2026 09:14,14.99,996.71,1.739,51.86,34.4,,Class is Silent
07-01-2026 09:14,14.99,996.71,1.735,50.91,48,,Uncertain Condition
07-01-2026 09:15,14.99,996.72,1.729,55.38,41.8,,Class is Silent
07-01-2026 09:15,14.99,996.73,1.727,59.32,53,,Uncertain Condition
07-01-2026 09:15,14.99,996.74,1.73,59.85,42.4,,Class is Silent
07-01-2026 09:15,14.99,996.74,1.728,52.77,41.6,,Class is Silent
07-01-2026 09:16,15,996.74,1.733,59.13,42,,Class is Silent
07-01-2026 09:16,15,996.74,1.723,59.77,45,,Uncertain Condition
07-01-2026 09:16,14.99,996.76,1.722,57.58,39.2,,Class is Silent
07-01-2026 09:16,14.99,996.75,1.72,52.27,34.7,,Class is Silent
07-01-2026 09:17,14.99,996.74,1.723,51.74,43.7,,Class is Silent
07-01-2026 09:17,14.99,996.75,1.716,55.11,33.5,,Class is Silent
07-01-2026 09:17,15,996.75,1.713,50.91,45.9,,Uncertain Condition
07-01-2026 09:17,15,996.75,1.714,57.88,43.6,,Class is Silent
07-01-2026 09:18,15.01,996.75,1.712,59.2,45.9,,Uncertain Condition
07-01-2026 09:18,15.01,996.75,1.71,53.11,31.2,,Class is Silent
07-01-2026 09:18,15.01,996.76,1.708,52.54,41.5,,Class is Silent
07-01-2026 09:18,15.01,996.76,1.71,50.49,40.7,,Class is Silent
07-01-2026 09:18,15.01,996.77,1.705,58.41,44,,Class is Silent
07-01-2026 09:19,15.01,996.79,1.704,50.27,45.5,,Uncertain Condition
07-01-2026 09:19,15.01,996.8,1.708,59.17,46,that,Normal Teaching
07-01-2026 09:19,15.01,996.79,1.702,58.98,46.4,,Uncertain Condition
07-01-2026 09:19,15.02,996.81,1.703,55.95,45.5,,Uncertain Condition
07-01-2026 09:20,15.01,996.8,1.705,59.32,42.5,,Class is Silent
07-01-2026 09:20,15.01,996.81,1.71,51.86,55.4,,Outside Noise / Construction
07-01-2026 09:20,15.02,996.81,1.708,59.36,47,,Uncertain Condition
07-01-2026 09:20,15.02,996.82,1.713,58.67,50.3,,Uncertain Condition
07-01-2026 09:21,15.02,996.82,1.747,54.43,46.6,,Uncertain Condition
07-01-2026 09:21,15.02,996.83,1.717,55.57,48.1,,Uncertain Condition
07-01-2026 09:21,15.02,996.82,1.735,53.18,51.2,,Uncertain Condition
07-01-2026 09:21,15.03,996.84,1.721,49.62,46.9,,Uncertain Condition
07-01-2026 09:22,15.03,996.86,1.723,58.22,41.4,,Class is Silent
07-01-2026 09:22,15.03,996.85,1.721,52.54,56.1,,Outside Noise / Construction
07-01-2026 09:22,15.03,996.85,1.719,50.45,47.6,,Uncertain Condition
07-01-2026 09:22,15.04,996.88,1.726,59.32,53.3,right,Normal Teaching
07-01-2026 09:23,15.04,996.87,1.73,58.07,48.9,,Uncertain Condition
07-01-2026 09:23,15.04,996.86,1.738,50.23,48.1,,Uncertain Condition
07-01-2026 09:23,15.05,996.88,1.748,59.43,42.8,,Class is Silent
07-01-2026 09:23,15.05,996.88,1.719,57.88,43.6,,Class is Silent
07-01-2026 09:24,15.05,996.87,1.752,51.52,43,,Class is Silent
07-01-2026 09:24,15.05,996.87,1.716,59.32,43.7,,Class is Silent
07-01-2026 09:24,15.05,996.89,1.726,53.18,37.2,,Class is Silent
07-01-2026 09:24,15.06,996.88,1.722,49.92,39.7,,Class is Silent
07-01-2026 09:24,15.06,996.9,1.716,58.45,34.8,,Class is Silent
07-01-2026 09:25,15.06,996.87,1.714,49.96,24.7,,Class is Silent
07-01-2026 09:25,15.06,996.88,1.71,58.52,33.2,,Class is Silent
07-01-2026 09:25,15.06,996.88,1.724,56.78,40,,Class is Silent
07-01-2026 09:25,15.07,996.9,1.716,57.92,40.2,,Class is Silent
07-01-2026 09:26,15.06,996.88,1.703,49.92,41.3,,Class is Silent
07-01-2026 09:26,15.06,996.92,1.709,54.7,32.8,,Class is Silent
07-01-2026 09:26,15.07,996.91,1.712,58.67,32.4,,Class is Silent
07-01-2026 09:26,15.06,996.92,1.707,52.08,38.5,,Class is Silent
07-01-2026 09:26,15.07,996.93,1.704,57.58,26.9,,Class is Silent
07-01-2026 09:27,15.07,996.93,1.7,58.52,38.4,,Class is Silent
07-01-2026 09:27,15.07,996.92,1.702,50.3,50.2,,Uncertain Condition
07-01-2026 09:27,15.07,996.93,1.702,55.11,48.7,,Uncertain Condition
07-01-2026 09:27,15.07,996.93,1.704,50.76,54.3,,Uncertain Condition
07-01-2026 09:28,15.08,996.93,1.699,52.92,47.8,,Uncertain Condition
07-01-2026 09:28,15.07,996.93,1.698,52.27,52.5,,Uncertain Condition
07-01-2026 09:28,15.06,996.94,1.694,54.02,43.8,,Class is Silent
07-01-2026 09:28,15.06,996.95,1.691,50.91,56.6,,Outside Noise / Construction
07-01-2026 09:29,15.06,996.94,1.691,54.96,41.4,,Class is Silent
07-01-2026 09:29,15.07,996.97,1.686,53.79,44.5,,Class is Silent
07-01-2026 09:29,15.07,996.97,1.686,53.56,39.1,,Class is Silent
07-01-2026 09:29,15.07,996.97,1.684,55.72,45,,Class is Silent
07-01-2026 09:29,15.06,996.97,1.684,51.1,41,,Class is Silent
07-01-2026 09:30,15.07,996.98,1.684,51.52,42,,Class is Silent
07-01-2026 09:30,15.07,996.99,1.682,49.81,41.4,,Class is Silent
07-01-2026 09:30,15.06,996.99,1.682,52.65,26,,Class is Silent
07-01-2026 09:30,15.07,996.99,1.682,49.81,45.8,,Uncertain Condition
07-01-2026 09:31,15.07,996.98,1.681,59.43,43.6,,Class is Silent
07-01-2026 09:31,15.07,996.96,1.684,50.8,45.4,,Uncertain Condition
07-01-2026 09:31,15.08,996.99,1.672,56.86,42,,Class is Silent
07-01-2026 09:31,15.08,997,1.677,50.45,34.8,,Class is Silent
07-01-2026 09:32,15.08,997.01,1.678,59.2,42.2,,Class is Silent
07-01-2026 09:32,15.09,997.03,1.681,52.16,31.9,,Class is Silent
07-01-2026 09:32,15.08,997.01,1.681,58.86,49.7,,Uncertain Condition
07-01-2026 09:32,15.08,997.02,1.674,49.89,48.4,,Uncertain Condition
07-01-2026 09:32,15.09,997,1.678,51.25,55.9,,Outside Noise / Construction
07-01-2026 09:33,15.08,997.01,1.677,59.51,38.1,,Class is Silent
07-01-2026 09:33,15.08,997.02,1.671,51.55,44.7,,Class is Silent
07-01-2026 09:33,15.08,997.01,1.676,56.97,44.5,,Class is Silent
07-01-2026 09:33,15.09,996.99,1.679,58.26,37.1,,Class is Silent
07-01-2026 09:34,15.09,997.03,1.664,49.92,39.4,,Class is Silent
07-01-2026 09:34,15.09,997.05,1.675,59.43,32.9,,Class is Silent
07-01-2026 09:34,15.08,997.03,1.672,59.28,36,,Class is Silent
07-01-2026 09:34,15.08,997.03,1.669,59.13,44.2,,Class is Silent
07-01-2026 09:35,15.09,997.04,1.668,51.7,33.2,,Class is Silent
07-01-2026 09:35,15.08,997.04,1.667,50.83,34.4,,Class is Silent
07-01-2026 09:35,15.08,997.06,1.666,53.45,35.1,,Class is Silent
07-01-2026 09:35,15.08,997.06,1.665,49.96,35.1,,Class is Silent
07-01-2026 09:35,15.08,997.08,1.665,51.17,40,,Class is Silent
07-01-2026 09:36,15.09,997.08,1.665,55.38,43.5,,Class is Silent
07-01-2026 09:36,15.09,997.08,1.663,55.8,52.7,,Uncertain Condition
07-01-2026 09:36,15.09,997.07,1.66,59.24,45.5,,Uncertain Condition
07-01-2026 09:36,15.09,997.08,1.659,52.8,46,,Uncertain Condition
07-01-2026 09:37,15.09,997.09,1.659,56.02,51.5,,Uncertain Condition
07-01-2026 09:37,15.1,997.08,1.658,58.56,36,,Class is Silent
07-01-2026 09:37,15.1,997.07,1.659,58.75,48.3,,Uncertain Condition
07-01-2026 09:37,15.1,997.08,1.662,58.64,41.3,,Class is Silent
07-01-2026 09:38,15.11,997.08,1.661,54.47,46.4,,Uncertain Condition
07-01-2026 09:38,15.12,997.08,1.663,58.22,48.7,,Uncertain Condition
07-01-2026 09:38,15.12,997.12,1.665,59.66,45.2,,Uncertain Condition
07-01-2026 09:38,15.12,997.13,1.668,58.71,49.5,,Uncertain Condition
07-01-2026 09:39,15.12,997.12,1.662,51.21,53.4,,Uncertain Condition
07-01-2026 09:39,15.13,997.12,1.661,55.72,46.8,,Uncertain Condition
07-01-2026 09:39,15.12,997.14,1.66,49.73,57.8,,Outside Noise / Construction
07-01-2026 09:39,15.13,997.13,1.664,55.68,52.4,,Uncertain Condition
07-01-2026 09:40,15.13,997.13,1.662,53.6,41.3,,Class is Silent
07-01-2026 09:40,15.13,997.15,1.661,59.62,53.5,,Uncertain Condition
07-01-2026 09:40,15.13,997.13,1.681,58.03,54.7,उस,Normal Teaching
07-01-2026 09:40,15.13,997.16,1.663,58.79,51.3,,Uncertain Condition
07-01-2026 09:41,15.14,997.16,1.663,52.42,43.4,,Class is Silent
07-01-2026 09:41,15.14,997.16,1.663,57.08,51.4,,Uncertain Condition
07-01-2026 09:41,15.14,997.16,1.661,51.1,53.2,,Uncertain Condition
07-01-2026 09:41,15.14,997.14,1.667,59.2,44.4,,Class is Silent
07-01-2026 09:41,15.14,997.14,1.663,59.02,52.5,,Uncertain Condition
07-01-2026 09:42,15.14,997.17,1.666,52.69,44.3,,Class is Silent
07-01-2026 09:42,15.14,997.17,1.664,57.69,39.8,,Class is Silent
07-01-2026 09:42,15.14,997.17,1.664,51.14,54.4,,Uncertain Condition
07-01-2026 09:42,15.14,997.19,1.669,50.27,43.4,,Class is Silent
07-01-2026 09:43,15.15,997.17,1.661,59.05,40.3,,Class is Silent
07-01-2026 09:43,15.15,997.18,1.677,55.68,44.7,,Class is Silent
07-01-2026 09:43,15.15,997.19,1.686,50,40.8,,Class is Silent
07-01-2026 09:43,15.15,997.17,1.686,51.06,49.5,,Uncertain Condition
07-01-2026 09:44,15.15,997.2,1.689,53.52,40,,Class is Silent
07-01-2026 09:44,15.16,997.19,1.687,58.67,56.1,,Outside Noise / Construction
07-01-2026 09:44,15.17,997.19,1.671,51.36,33.5,,Class is Silent
07-01-2026 09:44,15.16,997.21,1.669,54.39,42.6,,Class is Silent
07-01-2026 09:45,15.16,997.2,1.663,49.81,42.8,,Class is Silent
07-01-2026 09:45,15.17,997.21,1.666,49.96,42.8,,Class is Silent
07-01-2026 09:45,15.17,997.22,1.665,59.77,44.5,,Class is Silent
07-01-2026 09:45,15.17,997.21,1.659,58.52,41.8,,Class is Silent
07-01-2026 09:46,15.17,997.22,1.652,60,49.3,,Uncertain Condition
07-01-2026 09:46,15.17,997.22,1.655,54.17,51.4,,Uncertain Condition
07-01-2026 09:46,15.17,997.2,1.652,56.78,39.2,,Class is Silent
07-01-2026 09:46,15.17,997.22,1.65,53.48,39.6,,Class is Silent
07-01-2026 09:46,15.17,997.2,1.652,51.82,43,,Class is Silent
07-01-2026 09:47,15.17,997.21,1.65,57.99,35.8,,Class is Silent
07-01-2026 09:47,15.18,997.22,1.648,59.77,43.5,,Class is Silent
07-01-2026 09:47,15.19,997.19,1.646,53.11,38.8,,Class is Silent
07-01-2026 09:47,15.19,997.21,1.644,50.15,39.3,,Class is Silent
07-01-2026 09:48,15.19,997.22,1.643,51.52,56.6,,Outside Noise / Construction
07-01-2026 09:48,15.19,997.22,1.641,59.2,45.7,,Uncertain Condition
07-01-2026 09:48,15.18,997.21,1.64,59.2,47.7,,Uncertain Condition
07-01-2026 09:48,15.18,997.24,1.637,50.3,44.7,,Class is Silent
07-01-2026 09:49,15.17,997.24,1.636,58.18,34.7,,Class is Silent
07-01-2026 09:49,15.17,997.25,1.636,52.05,53.1,,Uncertain Condition
07-01-2026 09:49,15.18,997.25,1.636,54.09,44.3,,Class is Silent
07-01-2026 09:49,15.17,997.25,1.63,55.53,57.9,,Outside Noise / Construction
07-01-2026 09:49,15.17,997.24,1.633,55.42,37.4,,Class is Silent
07-01-2026 09:50,15.17,997.24,1.632,55.11,31.5,,Class is Silent
07-01-2026 09:50,15.18,997.27,1.631,59.58,47.2,,Uncertain Condition
07-01-2026 09:50,15.18,997.27,1.629,50.42,48.5,,Uncertain Condition
07-01-2026 09:50,15.18,997.27,1.629,58.41,50.7,,Uncertain Condition
07-01-2026 09:51,15.18,997.26,1.629,57.05,46.1,,Uncertain Condition
07-01-2026 09:51,15.18,997.27,1.627,58.26,43.2,,Class is Silent
07-01-2026 09:51,15.18,997.26,1.627,57.92,50.3,,Uncertain Condition
07-01-2026 09:51,15.18,997.26,1.633,52.2,54.6,,Uncertain Condition
07-01-2026 09:52,15.18,997.3,1.627,59.17,40.4,,Class is Silent
07-01-2026 09:52,15.18,997.28,1.625,49.96,22.3,,Class is Silent
07-01-2026 09:52,15.19,997.27,1.626,51.52,34.7,,Class is Silent
07-01-2026 09:52,15.19,997.28,1.624,50.91,52.1,,Uncertain Condition
07-01-2026 09:53,15.19,997.29,1.625,59.81,47.2,,Uncertain Condition
07-01-2026 09:53,15.2,997.3,1.623,50.64,49.4,,Uncertain Condition
07-01-2026 09:53,15.2,997.3,1.624,53.52,40.6,,Class is Silent
07-01-2026 09:53,15.2,997.31,1.623,49.92,44.8,,Class is Silent
07-01-2026 09:53,15.2,997.32,1.622,51.97,47.5,,Uncertain Condition
07-01-2026 09:54,15.2,997.31,1.617,54.2,48.2,,Uncertain Condition
07-01-2026 09:54,15.2,997.33,1.619,51.7,48.7,,Uncertain Condition
07-01-2026 09:54,15.2,997.32,1.618,52.54,50.3,,Uncertain Condition
07-01-2026 09:54,15.2,997.32,1.618,59.55,46.6,,Uncertain Condition
07-01-2026 09:55,15.2,997.32,1.618,50.23,24.3,,Class is Silent
07-01-2026 09:55,15.2,997.31,1.616,55.38,32.4,,Class is Silent
07-01-2026 09:55,15.21,997.33,1.615,59.81,47.1,,Uncertain Condition
07-01-2026 09:55,15.22,997.33,1.605,52.01,27,,Class is Silent
07-01-2026 09:56,15.21,997.32,1.607,54.09,29.8,,Class is Silent
07-01-2026 09:56,15.21,997.31,1.606,54.2,21.8,,Class is Silent
07-01-2026 09:56,15.22,997.32,1.607,58.14,36.8,,Class is Silent
07-01-2026 09:56,15.23,997.32,1.605,59.09,44.9,,Class is Silent
07-01-2026 09:56,15.23,997.33,1.608,50.3,59.7,,Outside Noise / Construction
07-01-2026 09:57,15.23,997.33,1.609,49.85,34.2,,Class is Silent
07-01-2026 09:57,15.23,997.34,1.61,59.62,41.1,,Class is Silent
07-01-2026 09:57,15.23,997.33,1.609,58.75,42.9,,Class is Silent
07-01-2026 09:57,15.23,997.34,1.608,51.67,44.4,,Class is Silent
07-01-2026 09:58,15.22,997.34,1.608,49.92,49.8,,Uncertain Condition
07-01-2026 09:58,15.23,997.36,1.607,54.2,60.7,,Outside Noise / Construction
07-01-2026 09:58,15.23,997.37,1.607,53.22,50.3,,Uncertain Condition
07-01-2026 09:58,15.22,997.36,1.601,54.17,55.4,,Outside Noise / Construction
07-01-2026 09:59,15.22,997.35,1.604,51.86,43.6,,Class is Silent
07-01-2026 09:59,15.22,997.36,1.604,55.64,43.8,,Class is Silent
07-01-2026 09:59,15.22,997.38,1.603,59.81,43.9,,Class is Silent
07-01-2026 09:59,15.23,997.37,1.603,59.7,35.7,,Class is Silent
07-01-2026 09:59,15.23,997.39,1.603,56.29,49.2,,Uncertain Condition
07-01-2026 10:00,15.23,997.37,1.603,52.31,56.6,,Outside Noise / Construction
07-01-2026 10:00,15.22,997.38,1.604,57.69,52.1,,Uncertain Condition
07-01-2026 10:00,15.23,997.39,1.6,55.61,49.8,,Uncertain Condition
07-01-2026 10:00,15.23,997.38,1.601,58.52,34.2,,Class is Silent
07-01-2026 10:01,15.23,997.39,1.601,57.61,32.7,,Class is Silent
07-01-2026 10:01,15.23,997.41,1.604,50.08,34.6,,Class is Silent
07-01-2026 10:01,15.23,997.41,1.604,59.02,26.6,,Class is Silent
07-01-2026 10:01,15.24,997.42,1.601,50.19,35.1,,Class is Silent
07-01-2026 10:02,15.24,997.42,1.601,59.77,33.3,,Class is Silent
07-01-2026 10:02,15.24,997.41,1.6,57.46,35.8,,Class is Silent
07-01-2026 10:02,15.24,997.43,1.605,58.03,44.1,,Class is Silent
07-01-2026 10:02,15.24,997.45,1.599,52.69,46,,Uncertain Condition
07-01-2026 10:02,15.24,997.43,1.598,54.62,35.6,,Class is Silent
07-01-2026 10:03,15.24,997.45,1.598,53.64,27.8,,Class is Silent
07-01-2026 10:03,15.25,997.46,1.597,57.05,26.5,,Class is Silent
07-01-2026 10:03,15.24,997.47,1.593,51.86,60,,Outside Noise / Construction
07-01-2026 10:03,15.24,997.44,1.593,49.96,30.4,,Class is Silent
07-01-2026 10:04,15.24,997.47,1.595,51.33,28.6,,Class is Silent
07-01-2026 10:04,15.24,997.44,1.595,50.8,27.1,,Class is Silent
07-01-2026 10:04,15.24,997.45,1.593,54.7,21.9,,Class is Silent
07-01-2026 10:04,15.24,997.46,1.59,50.49,35.5,,Class is Silent
07-01-2026 10:04,15.24,997.47,1.589,58.26,43.4,,Class is Silent
07-01-2026 10:05,15.24,997.47,1.594,57.95,44.6,,Class is Silent
07-01-2026 10:05,15.24,997.44,1.598,57.61,33.3,,Class is Silent
07-01-2026 10:05,15.25,997.46,1.601,52.31,37.2,,Class is Silent
07-01-2026 10:05,15.25,997.47,1.592,58.98,29.5,,Class is Silent
07-01-2026 10:06,15.25,997.46,1.595,54.89,33.5,,Class is Silent
07-01-2026 10:06,15.25,997.47,1.594,53.11,43.9,,Class is Silent
07-01-2026 10:06,15.25,997.48,1.592,52.01,27.2,,Class is Silent
07-01-2026 10:06,15.25,997.48,1.593,50.19,28.8,,Class is Silent
07-01-2026 10:06,15.25,997.48,1.592,53.6,35.2,,Class is Silent
07-01-2026 10:07,15.25,997.5,1.592,50.45,25.6,,Class is Silent
07-01-2026 10:07,15.25,997.5,1.592,57.27,29.1,,Class is Silent
07-01-2026 10:07,15.25,997.5,1.591,50.38,39.6,,Class is Silent
07-01-2026 10:07,15.25,997.5,1.586,59.77,34.1,,Class is Silent
07-01-2026 10:08,15.25,997.49,1.588,54.28,34.1,,Class is Silent
07-01-2026 10:08,15.25,997.49,1.586,57.46,35.6,,Class is Silent
07-01-2026 10:08,15.25,997.51,1.586,52.31,31.8,,Class is Silent
07-01-2026 10:08,15.25,997.48,1.587,54.47,34.6,,Class is Silent
07-01-2026 10:08,15.25,997.47,1.593,51.4,34.3,,Class is Silent
07-01-2026 10:09,15.25,997.48,1.588,50.08,39,,Class is Silent
07-01-2026 10:09,15.25,997.48,1.588,57.8,22.7,,Class is Silent
07-01-2026 10:09,15.24,997.49,1.586,50.23,38.4,,Class is Silent
07-01-2026 10:09,15.24,997.48,1.581,54.13,40,,Class is Silent
07-01-2026 10:10,15.24,997.47,1.584,51.36,34.9,,Class is Silent
07-01-2026 10:10,15.25,997.45,1.589,50.08,42.3,,Class is Silent
07-01-2026 10:10,15.25,997.46,1.584,51.29,35.4,,Class is Silent
07-01-2026 10:10,15.25,997.46,1.583,53.18,35.2,,Class is Silent
07-01-2026 10:10,15.25,997.47,1.584,53.83,26.3,,Class is Silent
07-01-2026 10:11,15.25,997.47,1.585,59.02,32.4,,Class is Silent
07-01-2026 10:11,15.25,997.5,1.589,52.99,33.9,,Class is Silent
07-01-2026 10:11,15.26,997.48,1.586,56.52,49.1,,Uncertain Condition
07-01-2026 10:11,15.26,997.48,1.584,56.59,27.6,,Class is Silent
07-01-2026 10:12,15.26,997.51,1.588,58.52,24.1,,Class is Silent
07-01-2026 10:12,15.26,997.49,1.591,49.32,18.5,,Class is Silent
